4744760308052408|03|2028|000
4744760308057720|03|2028|000
4744760308056334|03|2028|000
4744760308056862|03|2028|000
4744760308058744|03|2028|000
4744760308056573|03|2028|000
4744760308052101|03|2028|000
4744760308050113|03|2028|000
4744760308051004|03|2028|000
4744760308054248|03|2028|000
4744760308052531|03|2028|000
4744760308058405|03|2028|000
4744760308051749|03|2028|000
4744760308054131|03|2028|000
4744760308055856|03|2028|000
4744760308058371|03|2028|000
4744760308054289|03|2028|000
4744760308053083|03|2028|000
4744760308058736|03|2028|000
4744760308058462|03|2028|000
4744760308056839|03|2028|000
4744760308052275|03|2028|000
4744760308056722|03|2028|000
4744760308051848|03|2028|000
4744760308051830|03|2028|000
4744760308057522|03|2028|000
4744760308054560|03|2028|000
4744760308054370|03|2028|000
4744760308058884|03|2028|000
4744760308051418|03|2028|000
4744760308058611|03|2028|000
4744760308056433|03|2028|000
4744760308051129|03|2028|000
4744760308053711|03|2028|000
4744760308058058|03|2028|000
4744760308057043|03|2028|000
4744760308053125|03|2028|000
4744760308050873|03|2028|000
4744760308054750|03|2028|000
4744760308052234|03|2028|000
4744760308058645|03|2028|000
4744760308051822|03|2028|000
4744760308051319|03|2028|000
4744760308053679|03|2028|000
4744760308057357|03|2028|000
4744760308058504|03|2028|000
4744760308051863|03|2028|000
4744760308058637|03|2028|000
4744760308051186|03|2028|000
4744760308053760|03|2028|000
4744760308052028|03|2028|000
4744760308050436|03|2028|000
4744760308052424|03|2028|000
4744760308055351|03|2028|000
4744760308057258|03|2028|000
4744760308050345|03|2028|000
4744760308057209|03|2028|000
4744760308057175|03|2028|000
4744760308051681|03|2028|000
4744760308057712|03|2028|000
4744760308050725|03|2028|000
4744760308050659|03|2028|000
4744760308058280|03|2028|000
4744760308058678|03|2028|000
4744760308052119|03|2028|000
4744760308053257|03|2028|000
4744760308050055|03|2028|000
4744760308055245|03|2028|000
4744760308055161|03|2028|000
4744760308054669|03|2028|000
4744760308057852|03|2028|000
4744760308054479|03|2028|000
4744760308050360|03|2028|000
4744760308058256|03|2028|000
4744760308051889|03|2028|000
4744760308054313|03|2028|000
4744760308050717|03|2028|000
4744760308055336|03|2028|000
4744760308054735|03|2028|000
4744760308056680|03|2028|000
4744760308051459|03|2028|000
4744760308056169|03|2028|000
4744760308054537|03|2028|000
4744760308050501|03|2028|000
4744760308052754|03|2028|000
4744760308058249|03|2028|000
4744760308054214|03|2028|000
4744760308054743|03|2028|000
4744760308056466|03|2028|000
4744760308053109|03|2028|000
4744760308058652|03|2028|000
4744760308054529|03|2028|000
4744760308056045|03|2028|000
4744760308055468|03|2028|000
4744760308054818|03|2028|000
4744760308057506|03|2028|000
4744760308053646|03|2028|000
4744760308052622|03|2028|000
4744760308050832|03|2028|000
4744760308057837|03|2028|000
4744760308058660|03|2028|000
